outlet_id,name,address,X,Y,distance_to_network,network_node
1069,PEZZO,83 Punggol Central #B2-K8 WATERTOWN 828761,35657.8013379965,43139.2621246278,138.48360843056082,"(35525.0, 43100.0)"
1070,PEZZO,1 PASIR RIS CENTRAL STREET 3 #01-45 WHITESANDS MALL 518457,40958.9038011068,39385.0873588398,64.78920495743763,"(41000.0, 39335.0)"
1072,Poulet,201 VICTORIA STREET #04-12 BUGIS+ 188067,30248.024100787,31335.3452989887,67.14859909788561,"(30210.0, 31280.0)"
1073,Poulet,1 WOODLANDS SQUARE #B1-25 CAUSEWAY POINT 738099,22699.5234229155,46412.0238526929,64.55515536698026,"(22635.0, 46410.0)"
1075,Poulet,1 STADIUM PLACE #01-17 397628,32432.8422906362,31712.9829503335,229.67780300212252,"(32645.0, 31625.0)"
1076,Poulet,"252 NORTH BRIDGE ROAD #B1-65/66 RAFFLES CITY SHOPPING CENTRE,#B1-65/66 179103",30203.7152231745,30697.7055161726,124.55926365876235,"(30085.0, 30660.0)"
1077,Poulet,11 BIDADARI PARK DRIVE #B1-26/27 THE WOODLEIGH MALL 367803,32277.0183821376,35651.5520587377,139.6842039660942,"(32165.0, 35735.0)"
1078,Poulet,1 HARBOURFRONT WALK #01-175 /176/177 VIVO CITY 098585,26748.4993302505,27426.9234353155,202.7528877441688,"(26610.0, 27575.0)"
1079,Poulet,3 GATEWAY DRIVE #B1-09 WESTGATE 608532,17902.4121881062,35135.4420140442,65.74036784391086,"(17890.0, 35200.0)"
1080,A&W,"63 JURONG WEST CENTRAL 3 #03-42-47 /K3-K4, JURONG POINT 648331",13758.5676118182,35720.5406027697,144.82445526239886,"(13665.0, 35610.0)"
1081,PAPA AYAM,313 ORCHARD ROAD #B3-49 313 @ SOMERSET 238895,28561.1386390822,31485.0772309396,82.70585628264382,"(28640.0, 31510.0)"
1082,PAPA AYAM,180 KITCHENER ROAD #B1-26 CITY SQUARE MALL 208539,30593.6748798871,32635.8044067919,78.4044740851155,"(30560.0, 32565.0)"
1083,PAPA AYAM,1 TAMPINES WALK #B1-43 OUR TAMPINES HUB 528523,39914.8495354457,37294.1738026626,126.14716524884815,"(40040.0, 37310.0)"
1084,PAPA AYAM,10 PAYA LEBAR ROAD #B2-K3 PLQ MALL 409057,34688.1094547315,33331.1497676186,75.74103304155298,"(34725.0, 33265.0)"
1085,PAPA AYAM,1 HARBOURFRONT WALK #B2-23B VIVO CITY 098585,26748.4993302505,27426.9234353155,202.7528877441688,"(26610.0, 27575.0)"
1086,Pepper Lunch Express (S10) @ Foodrepublic 313 Somerset,313 ORCHARD ROAD S10 #05-01/03/02 313 @ SOMERSET 238895,28561.1386390822,31485.0772309396,82.70585628264382,"(28640.0, 31510.0)"
1087,Pepper Lunch Express,"17 PETIR ROAD #02-15/20 HILLION MALL, Mini Restaurant 2 678278",20156.924196275,40045.5291034393,106.86963818115339,"(20245.0, 39985.0)"
1088,Pepper Lunch Express,"9 BISHAN PLACE #04-01/20 JUNCTION 8 SHOPPING CENTRE, (MR4) 579837",29725.8230481222,36948.3424145039,49.629526464892606,"(29750.0, 36905.0)"
1089,Pepper Lunch Express,"21 CHOA CHU KANG AVENUE 4 #04-16 LOT ONE, SHOPPERS' MALL, STALL 15 689812",18173.7710486762,40765.1880696882,47.15778266120906,"(18210.0, 40735.0)"
1090,Pepper Lunch Express,23 SERANGOON CENTRAL S18 #04-36/37 Food Junction NEX 556083,32289.4083088608,36976.3859132938,134.39425789827513,"(32375.0, 37080.0)"
1091,Pepper Lunch Express,"930 YISHUN AVENUE 2 #B2-12 NORTHPOINT, Stall 19 769098",28273.5290191257,45714.3116263431,87.31268758245913,"(28230.0, 45790.0)"
1092,Pepper Lunch Express,"68 ORCHARD ROAD #06-15/17 PLAZA SINGAPURA, Stall 12 238839",29307.5237809345,31463.6672937293,40.18514149855921,"(29340.0, 31440.0)"
1093,Pepper Lunch Express,"30 SEMBAWANG DRIVE #03-01B SUN PLAZA, (Stall 1) 757713",26462.0589625053,47759.7519863788,90.64615349983517,"(26375.0, 47785.0)"
1094,Pepper Lunch Express,"101 THOMSON ROAD #B1-02/56M/56N/56P/56Q/57-59 UNITED SQUARE, Stall 8 307591",29152.0963527551,33300.0153326001,87.73055090951642,"(29205.0, 33370.0)"
1095,Pepper Lunch Express,"83 PUNGGOL CENTRAL #02-20/21 WATERWAY POINT,Stall 11 828761",35657.8013379965,43139.2621246278,138.48360843056082,"(35525.0, 43100.0)"
1096,Pepper Lunch Express,"1 BUKIT BATOK CENTRAL LINK #04-01 WEST MALL, STALL 7 658713",18635.423542425,36893.1421175059,61.23460285407836,"(18605.0, 36840.0)"
1097,PIRATE'S SEAFOOD,500 CLEMENCEAU AVENUE NORTH #01-56 Newton Food Centre 229495,28695.6935986374,32690.4712911118,76.98873672243083,"(28715.0, 32765.0)"
1098,Poke Theory,1 WOODLANDS SQUARE #B1-22 CAUSEWAY POINT 738099,22699.5234229155,46412.0238526929,64.55515536698026,"(22635.0, 46410.0)"
1099,Poke Theory,30 RAFFLES PLACE #01-18 CHANGE ALLEY MALL 048622,30073.969543552,29625.1054847986,43.65025703722554,"(30115.0, 29640.0)"
1100,Poke Theory,7 FRASER STREET #01-36 DUO GALLERIA 189356,30791.5255810972,31321.438068511,117.01379267295859,"(30905.0, 31350.0)"
1101,Poke Theory,68 PHOENIX ROAD #01-21 TEBAN PLACE 668202,19436.0361985462,39883.450406909,47.83996546077877,"(19425.0, 39930.0)"
1102,Poke Theory,1 LOWER KENT RIDGE ROAD #02-02/03 NUH MEDICAL CENTRE 119082,22520.6189963818,30573.9890070297,75.373645435973,"(22535.0, 30500.0)"
1103,Poke Theory,163 TANGLIN ROAD #02-126 TANGLIN MALL 247933,26946.5451086154,31908.4783786591,62.4446672695711,"(26920.0, 31965.0)"
1104,Poke Theory,111 SOMERSET ROAD #01-04 TRIPLEONE SOMERSET 238164,28445.0031096768,31395.7206947692,55.94430032151952,"(28450.0, 31340.0)"
1105,Poke Theory,238 THOMSON ROAD #01-53 NOVENA SQUARE 307683,29172.1136297667,33580.8177132849,88.93213308506775,"(29135.0, 33500.0)"
1106,POLAR PUFFS & CAKES,820 THOMSON ROAD #01-31B MOUNT ALVERNIA HOSPITAL 574623,28495.889401759,35961.6575403567,117.20973532096427,"(28425.0, 36055.0)"
1107,POLAR CAFE,1 LOWER KENT RIDGE ROAD #01-03/04/22 NUH MEDICAL CENTRE 119082,22520.6189963818,30573.9890070297,75.373645435973,"(22535.0, 30500.0)"
1108,POLAR CAFE,110 Sengkang East Way #01-02 Sengkang General Hospital 544886,34660.0129869701,41810.5031784792,95.63465448252775,"(34655.0, 41715.0)"
1109,POLAR CAFE,7 OUTRAM ROAD #01-01 SINGAPORE GENERAL HOSPITAL 169608,27710.9965440528,29154.7478583977,208.73876274074107,"(27525.0, 29060.0)"
1110,POLAR CAFE,17 WOODLANDS DRIVE 17 #B2-01 737628,23707.1958445609,45159.5814202372,146.62150879325318,"(23665.0, 45300.0)"
1111,Popeyes Famous Louisiana Chicken,750 CHAI CHEE ROAD #01-17 ESR BIZPARK @ CHAI CHEE 469000,37880.8159072176,33988.3764167186,176.40198237101578,"(38020.0, 33880.0)"
1112,Popeyes Famous Louisiana Chicken,1 Joo Koon Circle #01-42/47/48 FAIRPRICE HUB 629117,10760.1903017079,34206.1238678284,150.78717871566346,"(10850.0, 34085.0)"
1113,Popeyes Famous Louisiana Chicken,2 JURONG EAST STREET 21 #01-89 IMM BUILDING 609601,18381.9356864095,35229.409786731,99.29584256024583,"(18480.0, 35245.0)"
1114,Popeyes Famous Louisiana Chicken,63 JURONG WEST CENTRAL 3 #03-48 TO 51 JURONG POINT 648331,13758.5676118182,35720.5406027697,144.82445526239886,"(13665.0, 35610.0)"
1115,Popeyes Famous Louisiana Chicken,1 STADIUM PLACE #02-02 397628,32432.8422906362,31712.9829503335,229.67780300212252,"(32645.0, 31625.0)"
1116,Popeyes Famous Louisiana Chicken,11 TANJONG KATONG ROAD #01-50/51 KINEX 437157,34814.6755129332,33003.134477891,58.73789117651163,"(34770.0, 32965.0)"
1117,Popeyes Famous Louisiana Chicken,6 Raffles Boulevard #02-275/276 Marina Square 039594,30811.1659309082,30472.3321676366,64.5117020882565,"(30855.0, 30425.0)"
1118,Popeyes Famous Louisiana Chicken,930 YISHUN AVENUE 2 #01-15 769098,28273.5290191257,45714.3116263431,87.31268758245913,"(28230.0, 45790.0)"
1119,Popeyes Famous Louisiana Chicken,458 UPPER BUKIT TIMAH ROAD The Rail Mall 678073,20684.0984300049,37997.073870616,73.11376579113899,"(20655.0, 37930.0)"
1120,Popeyes Famous Louisiana Chicken,10 SINARAN DRIVE #01-04/05 SQUARE 2 307506,29210.1744085718,33633.1802354679,105.04719799473732,"(29315.0, 33640.0)"
1121,Popeyes Famous Louisiana Chicken,10 TAMPINES CENTRAL 1 #03-16B TAMPINES ONE 529536,40436.8622001801,37372.5923067536,60.68798523645217,"(40495.0, 37390.0)"
1122,Popeyes Famous Louisiana Chicken,11 BIDADARI PARK DRIVE #B1-13 Woodleigh Mall 367803,32277.0183821376,35651.5520587377,139.6842039660942,"(32165.0, 35735.0)"
1123,PASTAGO,1 SENGKANG SQUARE #B1-50 COMPASS ONE 545078,34872.1834410084,41551.7693360616,97.7961796509418,"(34830.0, 41640.0)"
1124,PASTAGO,17 PETIR ROAD #B2-37 HILLION MALL 678278,20156.924196275,40045.5291034393,106.86963818115339,"(20245.0, 39985.0)"
1125,PASTAGO,10 TAMPINES CENTRAL 1 #B1-K1 TAMPINES ONE 529536,40436.8622001801,37372.5923067536,60.68798523645217,"(40495.0, 37390.0)"
1126,PASTAGO,1 VISTA EXCHANGE GREEN #B1-37D THE STAR VISTA 138617,22988.4331738446,32141.544819545,102.25326403446611,"(22895.0, 32100.0)"
1127,Permata Nusantara Cuisine,73 Sultan Gate Gedung Kuning 198497,30974.2940487005,31614.7180925366,34.112619744665295,"(30990.0, 31645.0)"
1128,Purple Panda,1 TAMPINES WALK #B1-K5 OUR TAMPINES HUB 528523,39914.8495354457,37294.1738026626,126.14716524884815,"(40040.0, 37310.0)"
1129,Purple Panda,51 UPPER SERANGOON ROAD #01-09 THE POIZ CENTRE 347697,31883.5016925149,34855.7263145093,85.73940706972306,"(31885.0, 34770.0)"
1130,Penang Char Kway Teow (S3) @ Boleh Boleh! Harbourfront,"1 MARITIME SQUARE #01-103/104/105/106/107/108 HARBOURFRONT CENTRE, STALL 3 099253",26523.4179164171,27393.6533519011,200.95537806752742,"(26610.0, 27575.0)"
1131,Puncak Best Noodles,14 Scotts Road #05-93/94 Far East Plaza 228213,28052.7910912242,32166.5070981272,127.15210533558171,"(28040.0, 32040.0)"
1133,Penang Culture,1 SENGKANG SQUARE #03-13 COMPASS ONE 545078,34872.1834410084,41551.7693360616,97.7961796509418,"(34830.0, 41640.0)"
1134,Pizza D'France,756 UPPER SERANGOON ROAD #01-08 UPPER SERANGOON SHOPPING CENTRE 534626,33064.697135333,37286.5960918665,73.08902898214562,"(33050.0, 37215.0)"
1136,Richton,476A PASIR RIS DR 6 #01-600 511476,41852.3563843044,39652.7336090636,157.7084919981214,"(41995.0, 39720.0)"
1137,Rumah Sayang,50 JURONG GATEWAY ROAD #B1-41/42 JEM 608549,17988.4838308077,35058.3568146359,118.61103754960881,"(18010.0, 35175.0)"
1138,Rasa Bagus Restoran,654A PUNGGOL DRIVE #01-07 821654,37744.1755441194,42087.2483478244,54.69400913855569,"(37700.0, 42055.0)"
1140,ROTIBOY,107 NORTH BRIDGE ROAD #B2-32 FUNAN 179105,29855.3625422399,30416.1814862192,92.71823612486193,"(29895.0, 30500.0)"
1141,ROCKY MASTER,18 TAI SENG STREET #01-28 539775,34177.347278473,35388.5730408002,62.754522827443466,"(34240.0, 35385.0)"
1142,ROCKY MASTER,"4300 ANG MO KIO AVENUE 6 ANG MO KIO BRANCH LIBRARY,(Level 1) (Part of) 569842",29364.9025857914,39642.9401002526,61.38373747837117,"(29420.0, 39670.0)"
1143,ROCKY MASTER,402 ORCHARD ROAD #01-02/03 ORCHARD DELFI 238876,27460.3975249389,32166.7168552559,37.11146366486872,"(27455.0, 32130.0)"
1144,ROCKY MASTER,1 HOUGANG STREET 91 #01-40 HOUGANG FESTIVAL MARKET 538692,33136.3424516348,39745.1742408983,81.4463981346944,"(33105.0, 39670.0)"
1145,ROCKY MASTER,402 NORTH BRIDGE ROAD #01-00 JUN XIN BUILDING 188722,30346.0018364917,30981.8533868305,26.19153824004338,"(30320.0, 30985.0)"
1146,ROCKY MASTER,67 UBI AVENUE 1 #01-02 Starhub Green 408942,34608.7636909597,34057.1963983476,96.44449312497356,"(34525.0, 34105.0)"
1147,ROCKY MASTER,9 TAMPINES GRANDE #01-11 528735,40038.5473087067,37550.0743801966,133.64367922645042,"(39905.0, 37545.0)"
1148,ROCKY MASTER,301 UPPER THOMSON ROAD #01-38/39 THOMSON PLAZA 574408,27733.0413219538,37417.9340793099,122.69154350206662,"(27850.0, 37455.0)"
1149,ROCKY MASTER,6 WOODLANDS SQUARE #01-11 WOODS SQUARE 737737,22728.8046400957,46316.1292806994,64.41833402573907,"(22665.0, 46325.0)"
1150,Rasa Istimewa Restaurant,201 PASIR RIS ROAD #01-03 519147,40815.2815827411,40400.7438389622,80.88158623433516,"(40820.0, 40320.0)"
1151,Rasa Istimewa Restaurant,333 BOON LAY WAY #2B-01 Safra Jurong Club 649848,13861.7916063368,35244.1959994566,79.99530664292688,"(13800.0, 35295.0)"
1152,Rasa Istimewa Waterfront Restaurant LLP,6A Admiralty Road West Woodlands Waterfront 757445,21809.889418276,48393.4444306362,358.7037211968253,"(21975.0, 48075.0)"
1153,Royal Palm,390 VICTORIA STREET #03-12A THE GOLDEN LANDMARK 188061,30725.0377778802,31590.9764006641,65.34708465575372,"(30785.0, 31565.0)"
1154,ROYAL PALM @ ORCHID COUNTRY CLUB,1 ORCHID CLUB ROAD #01-21 ORCHID COUNTRY CLUB 769162,29209.406630897,43652.849998774,419.16034289672996,"(28990.0, 44010.0)"
1155,Rasa Sayang Rasa Sayang (S11) @ Jurong West Hawker Centre,"50 JURONG WEST STREET 61 #02-11, STALL 11 648202",12856.1163570611,35936.1073061898,101.13732789629192,"(12765.0, 35980.0)"
1156,RROOLL,1 JELEBU ROAD #01-39 BUKIT PANJANG PLAZA 677743,20325.461808118,40210.2194124069,95.37592907559548,"(20320.0, 40115.0)"
1157,RROOLL,1 WOODLANDS SQUARE #B1-K22 CAUSEWAY POINT 738099,22699.5234229155,46412.0238526929,64.55515536698026,"(22635.0, 46410.0)"
1158,RROOLL,1 SENGKANG SQUARE #B1-18 COMPASS ONE 545078,34872.1834410084,41551.7693360616,97.7961796509418,"(34830.0, 41640.0)"
1159,RROOLL,10 TAMPINES CENTRAL 1 #B1-K4 TAMPINES ONE 529536,40436.8622001801,37372.5923067536,60.68798523645217,"(40495.0, 37390.0)"
1160,RUMAH MAKAN MINANG,18/18A KANDAHAR STREET 198884,30920.7132401727,31626.5538124759,18.93774389918721,"(30925.0, 31645.0)"
1161,RUMAH MAKAN MINANG,1 TAMPINES WALK #B1-47A OUR TAMPINES HUB 528523,39914.8495354457,37294.1738026626,126.14716524884815,"(40040.0, 37310.0)"
1162,Drinks (S3) @ Rasa Rasa Sengkang,"278D COMPASSVALE BOW #01-05, Stall 3 544278",34425.567748622,40516.7292694356,47.433833043457795,"(34445.0, 40560.0)"
1163,Drinks (S8) @ Rasa Rasa Teck Whye,"160A JALAN TECK WHYE #01-01, Stall 8 681160",19515.6006485,40273.9293108825,76.60065284240045,"(19570.0, 40220.0)"
1164,Rempah,339 ANCHORVALE ROAD #B1-05 540339,34133.9829132929,42075.8777559884,97.90369572385146,"(34060.0, 42140.0)"
1165,Rempah,1 HOSPITAL CRESCENT SINGAPORE GENERAL HOSPITAL (BLK 2) 169608,27710.9965440528,29154.7478583977,208.73876274074107,"(27525.0, 29060.0)"
1166,Red Ginger,1 WOODLANDS SQUARE #02-05 CAUSEWAY POINT 738099,22699.5234229155,46412.0238526929,64.55515536698026,"(22635.0, 46410.0)"
1167,Red Ginger,2 JURONG EAST STREET 21 #01-46 IMM BUILDING 609601,18381.9356864095,35229.409786731,99.29584256024583,"(18480.0, 35245.0)"
1168,Red Ginger,10 PAYA LEBAR ROAD #B2-31 409057,34688.1094547315,33331.1497676186,75.74103304155298,"(34725.0, 33265.0)"
1169,RITZ'S KITCHEN,338 JURONG EAST AVENUE 1 #01-1646 600338,16642.0880029593,36926.284833245,256.9100141866879,"(16660.0, 36670.0)"
1170,THE ACACIA - GENEO - SWENSEN'S UNLIMITED,1 SCIENCE PARK DRIVE NA #01-06/07 GENEO 118221,22714.0107695702,30510.8290778194,179.33801757723737,"(22535.0, 30500.0)"
1171,SWENSEN'S UNLIMITED,1 HARBOURFRONT WALK #02-117 VIVO CITY 098585,26748.4993302505,27426.9234353155,202.7528877441688,"(26610.0, 27575.0)"
1172,Saute Saranghae,10 TAMPINES CENTRAL 1 #05-08/09 TAMPINES ONE 529536,40436.8622001801,37372.5923067536,60.68798523645217,"(40495.0, 37390.0)"
1175,Salmon Warrior Express,5 CHANGI BUSINESS PARK CENTRAL 1 #B1-37 CHANGI CITY POINT 486038,42426.1948593352,35142.0820227042,175.74132141315383,"(42505.0, 34985.0)"
1176,SALMON WARRIOR,10 EUNOS ROAD 8 #B1-165/166 SINGAPORE POST CENTRE 408600,34806.9933473254,33466.3257959317,191.3361795961689,"(34805.0, 33275.0)"
1177,Salmon Warrior,3 TEMASEK BOULEVARD #B1-138 SUNTEC CITY MALL 038983,31006.546098751,30804.5639691036,202.13464337698068,"(30815.0, 30740.0)"
1178,Saute Sushi,60 PAYA LEBAR ROAD #B1-19 PAYA LEBAR SQUARE 409051,34595.3032159209,33453.443530187,174.9340914497809,"(34480.0, 33585.0)"
1179,SELERA RESTAURANT,15 MACKENZIE ROAD 228677,29834.267059112,31861.1512382459,24.227489153214098,"(29830.0, 31885.0)"
1180,SIMPLY WRAPPS,1 MARITIME SQUARE #01-51/52 HARBOURFRONT CENTRE 099253,26523.4179164171,27393.6533519011,200.95537806752742,"(26610.0, 27575.0)"
1181,Sri Bistari Seafood (S1) @ SSDC Food Hub,"2 WOODLANDS INDUSTRIAL PARK E4 #01-00, Stall 1 757387",23618.4710920146,48183.1100930255,84.37214020962391,"(23685.0, 48235.0)"
1182,Siam Kitchen,2 YISHUN WALK #01-01 HometeamNS Khatib 767944,27753.3672113279,44056.8413479142,114.18233230687764,"(27805.0, 43955.0)"
1183,Seoul Garden,1 Maritime Square #01-65/66 Harbourfront Centre 099253,26523.4179164171,27393.6533519011,200.95537806752742,"(26610.0, 27575.0)"
1184,Seoul Garden,2 JURONG EAST STREET 21 #02-25 IMM BUILDING 609601,18381.9356864095,35229.409786731,99.29584256024583,"(18480.0, 35245.0)"
1185,Seoul Garden,930 YISHUN AVENUE 2 #03-05/06 NORTHPOINT 769098,28273.5290191257,45714.3116263431,87.31268758245913,"(28230.0, 45790.0)"
1186,SAI KITCHEN INDIAN MUSLIM & TANDOORI FOOD (S17)@CANTINE JURONG PT,"1 JURONG WEST CENTRAL 2 #B1-42/43/44 JURONG POINT, MR 1 648886",13907.0305282837,35735.67771223,104.76670706956833,"(14010.0, 35755.0)"
1187,SUPER SUSHI,4 TAMPINES CENTRAL 5 #B1-K4 TAMPINES MALL 529510,40393.5604594583,37178.8963100612,53.52525717852222,"(40350.0, 37210.0)"
1188,Staff Canteen Stall @ Lonza Biologics ( Mngd by ISS Catering ),35 TUAS SOUTH AVENUE 6 637377,6470.23087805882,31261.3313616216,171.41119438466598,"(6465.0, 31090.0)"
1189,SANKRANTI,79 SYED ALWI ROAD #01-01 207658,30543.5354503039,32354.094137935,75.91998947341243,"(30545.0, 32430.0)"
1190,SPIZE ASIAN KITCHEN,336 BEDOK ROAD BEDOK SHOPPING COMPLEX 469512,40762.9363738438,34830.2131586224,103.12921245738052,"(40865.0, 34845.0)"
1192,Seabay Wok Delight,"80 MARINE PARADE ROAD MR1 KOPTIAM FOODHALL B1-85, B1-87, B1-112, B1-146, B1-86 PARKWAY PARADE 449269",36015.2572663743,31474.4648520965,90.0762241651229,"(36100.0, 31505.0)"
1193,SOLDIER CHICKEN (S1) @ CUF&B 122 Ang Mo Kio,"122 ANG MO KIO AVENUE 3 #01-1771, Stall 1 560122",29123.4124439657,39134.0125572905,114.9200641801235,"(29045.0, 39050.0)"
1194,Soldier Chicken,"682 HOUGANG AVENUE 4 #01-300, Stall 14 530682",33834.8466095096,39513.3126171064,124.7078414269135,"(33765.0, 39410.0)"
1195,SOLDIER CHICKEN (S5) @ Broadway Coffeeshop Serangoon,"261 SERANGOON CENTRAL DRIVE #01-15, STALL 5 550261",32363.1675108783,37349.8027548455,48.00251832724149,"(32390.0, 37310.0)"
1196,STAFF CANTEEN @ BECTON DICKINSON MEDICAL (Mndg By Pro*3 Institutional Catering PL),30 TUAS AVENUE 2 639461,8351.98746065702,34368.476368539,124.80489001764508,"(8235.0, 34325.0)"
1197,SAUTE-SAN,180 KITCHENER ROAD #03-23/24 CITY SQUARE MALL 208539,30593.6748798871,32635.8044067919,78.4044740851155,"(30560.0, 32565.0)"
1198,SMITTEN ICE CREAM BAR,348 BEDOK ROAD #01-11 BEDOK MARKET PLACE 469560,40791.4700020943,34848.2307812907,73.60094116083607,"(40865.0, 34845.0)"
1199,SUBWAY,313 ORCHARD ROAD #B3-01 313 @ SOMERSET 238895,28561.1386390822,31485.0772309396,82.70585628264382,"(28640.0, 31510.0)"
1200,SUBWAY,383 BUKIT TIMAH ROAD #01-05 ALOCASSIA APARTMENTS 259727,27335.4555256721,33522.0980367493,61.04225388812257,"(27305.0, 33575.0)"
1201,SUBWAY,53 ANG MO KIO AVENUE 3 #01-35 AMK HUB 569933,29711.0075057196,39028.6385976207,116.41766210391053,"(29825.0, 39005.0)"
1202,SUBWAY,370 ALEXANDRA ROAD #01-11 ANCHORPOINT SHOPPING CENTRE 159953,24849.4909352409,30114.0022209603,140.39383186788692,"(24775.0, 29995.0)"
1203,SUBWAY,271 BUKIT TIMAH ROAD #01-06 BALMORAL PLAZA 259708,28241.3892632956,33190.7233337779,96.40799559646611,"(28205.0, 33280.0)"
1204,SUBWAY,311 New Upper Changi Road #01-96 Bedok Mall 467360,38676.9034089688,34108.3360939901,254.6087248756881,"(38460.0, 33975.0)"
1205,SUBWAY,27 BENDEMEER ROAD #01-673 BENDEMEER VILLE 330027,31282.754314064,33455.9590720441,193.54875436007197,"(31145.0, 33320.0)"
1206,SUBWAY,30 Tai Seng Street #02-02 BreadTalk IHQ 534013,34267.7088933103,35170.7083315216,116.41432156928975,"(34380.0, 35140.0)"
1207,SUBWAY,200 VICTORIA STREET #B1-25A BUGIS JUNCTION 188021,30458.7085178969,31274.8305191435,64.71527742644193,"(30500.0, 31225.0)"
1208,SUBWAY,802 BUKIT BATOK WEST AVENUE 5 #01-14 BUKIT GOMBAK MRT STATION 659083,18926.9127006577,37854.0358848721,65.4402347471026,"(18890.0, 37800.0)"
1209,SUBWAY,1 JELEBU ROAD #02-11 BUKIT PANJANG PLAZA 677743,20325.461808118,40210.2194124069,95.37592907559548,"(20320.0, 40115.0)"
1210,SUBWAY,1 JALAN ANAK BUKIT #B2-FB1 BUKIT TIMAH PLAZA 588996,21910.4149615103,35658.7866516709,108.38186289907972,"(21955.0, 35560.0)"
1212,SUBWAY,2 SIMEI STREET 3 #01-03 CHANGI GENERAL HOSPITAL 529889,40925.9058268666,35887.5367570054,103.42805171366557,"(40940.0, 35990.0)"
1213,SUBWAY,51 Hougang Avenue 9 #01-02 Ci Yuan Community Centre 538776,33521.35329301,39701.7515190467,78.98414624180778,"(33540.0, 39625.0)"
1214,SUBWAY,371 BEACH ROAD #01-33 CITY GATE 199597,31228.8929515947,31629.0129348133,65.86270201537606,"(31165.0, 31645.0)"
1215,SUBWAY,180 KITCHENER ROAD #B3-02 CITY SQUARE MALL 208539,30593.6748798871,32635.8044067919,78.4044740851155,"(30560.0, 32565.0)"
1216,SUBWAY,6 EU TONG SEN STREET #01-66 The Central 059817,29500.0764650786,30142.6395473219,35.74934929043871,"(29535.0, 30135.0)"
1217,SUBWAY,3155 COMMONWEALTH AVENUE WEST #B1-24/25 Clementi Mall 129588,20315.6081870906,33027.9409066252,135.7417021999657,"(20375.0, 33150.0)"
1218,SUBWAY,1 SENGKANG SQUARE #01-20 COMPASS ONE 545078,34872.1834410084,41551.7693360616,97.7961796509418,"(34830.0, 41640.0)"
1219,SUBWAY,50 TAMPINES NORTH DRIVE 2 #03 COURTS MEGASTORE 528766,39183.0094007561,39514.0428927485,101.16095743902406,"(39135.0, 39425.0)"
1220,SUBWAY,30 TUAS BAY DRIVE #01-1B 637548,5567.59362654202,33042.7477923855,127.22628427258016,"(5475.0, 33130.0)"
1221,SUBWAY,1 PASIR RIS CLOSE #02-307/308 E!HUB@DOWNTOWN EAST 519599,41557.3568058563,39854.1394968368,171.3939167939587,"(41655.0, 39995.0)"
1222,SUBWAY,3 SIMEI STREET 6 #B1-10 EASTPOINT MALL 528833,41321.990633836,36095.4413322229,189.13675414034847,"(41240.0, 35925.0)"
1223,SUBWAY,20 EASTWOOD ROAD #01-11 EASTWOOD CENTRE 486442,41601.55426702,33755.3067371584,59.71349407500968,"(41600.0, 33815.0)"
1224,SUBWAY,1 JOO KOON CIRCLE #01-52PT/58 FAIRPRICE HUB 629117,10760.1903017079,34206.1238678284,150.78717871566346,"(10850.0, 34085.0)"
1225,SUBWAY,14 SCOTTS ROAD #01-36 FAR EAST PLAZA 228213,28052.7910912242,32166.5070981272,127.15210533558171,"(28040.0, 32040.0)"
1226,SUBWAY,107 NORTH BRIDGE ROAD #B2-10 Funan Mall 179105,29855.3625422399,30416.1814862192,92.71823612486193,"(29895.0, 30500.0)"
1227,SUBWAY,762 JURONG WEST STREET 75 #01-324 Gek Poh Shopping Centre 640762,12910.7207379946,36763.1478772014,76.11652759713857,"(12840.0, 36735.0)"
1228,SUBWAY,1 SELEGIE ROAD #01-08 GR.ID 188306,29774.5964836003,31384.8907496594,39.90687408854249,"(29740.0, 31365.0)"
1229,SUBWAY,1 KIM SENG PROMENADE #01-142 GREAT WORLD CITY 237994,27826.3112057392,30687.6095091309,88.04574611429338,"(27740.0, 30705.0)"
1230,SUBWAY,480 LORONG 6 TOA PAYOH #01-13 HDB HUB 310480,29671.2010814901,34914.1325660739,116.59430167803804,"(29740.0, 34820.0)"
1231,SUBWAY,25B LORONG LIPUT HOLLAND VILLAGE 277735,23700.1231853412,32512.7611181438,28.186220069572073,"(23705.0, 32485.0)"
1232,SUBWAY,90 HOUGANG AVENUE 10 #02-10 NTUC HOUGANG MALL 538766,34740.131613438,39393.3438594397,46.1998270624181,"(34780.0, 39370.0)"
1233,SUBWAY,2 JURONG EAST STREET 21 #01-94 IMM BUILDING 609601,18381.9356864095,35229.409786731,99.29584256024583,"(18480.0, 35245.0)"
1234,SHIOK BURGER,1 SENGKANG SQUARE #01-36 COMPASS ONE 545078,34872.1834410084,41551.7693360616,97.7961796509418,"(34830.0, 41640.0)"
1235,SHIOK BURGER,60 PAYA LEBAR ROAD #01-77 PAYA LEBAR SQUARE 409051,34595.3032159209,33453.443530187,174.9340914497809,"(34480.0, 33585.0)"
1236,SHIOK BURGER,252 NORTH BRIDGE ROAD #B1-79 RAFFLES CITY SHOPPING CENTRE 179103,30203.7152231745,30697.7055161726,124.55926365876235,"(30085.0, 30660.0)"
1237,SHIOK BURGER,"33 SENGKANG WEST AVENUE #01-09, #01-10, #01-11, #01-12, #01-13, #01-14 THE SELETAR MALL 797653",32759.350083435,41469.132806832,87.9390501987726,"(32705.0, 41400.0)"
